orthogroup,species,locus_tag,gene_position,base_length,gene,product,bp_length
OG0000957,Bartonella_bovis_91-4,NA,NA,NA,NA,NA,NA
OG0000957,Bartonella_elizabethae_NCTC12898,EL285_RS01200,NA,NA,,hypothetical protein,402
OG0000957,Bartonella_gerbillinarum_FN71,IPKPMCFA_01203,NA,NA,,hypothetical protein,558
OG0000957,Bartonella_gerbillinarum_FN71,IPKPMCFA_01482,NA,NA,,hypothetical protein,558
OG0000957,Bartonella_gerbillinarum_OE1-2_A1,NA,NA,NA,NA,NA,NA
OG0000957,Bartonella_gerbillinarum_OE1-2_A2,DCJOKJGC_01300,NA,NA,,hypothetical protein,558
OG0000957,Bartonella_gerbillinarum_OE1-2_A2,DCJOKJGC_01607,NA,NA,,hypothetical protein,399
OG0000957,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_00516,NA,NA,,hypothetical protein,558
OG0000957,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_01504,NA,NA,,hypothetical protein,399
OG0000957,Bartonella_gerbillinarum_OE1-2_B2,NA,NA,NA,NA,NA,NA
OG0000957,Bartonella_gerbillinarum_OE1-2_B3,EPECHDMP_01501,NA,NA,,hypothetical protein,558
OG0000957,Bartonella_gerbillinarum_OE1-2_B3,EPECHDMP_01570,NA,NA,,hypothetical protein,399
OG0000957,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_00877,NA,NA,,hypothetical protein,558
OG0000957,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_01625,NA,NA,,hypothetical protein,546
OG0000957,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_01370,NA,NA,,hypothetical protein,558
OG0000957,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_01638,NA,NA,,hypothetical protein,558
OG0000957,Bartonella_gerbillinarum_OE3-1_B1,CAHOLCOL_01698,NA,NA,,hypothetical protein,558
OG0000957,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_01678,NA,NA,,hypothetical protein,558
OG0000957,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_01732,NA,NA,,hypothetical protein,399
