orthogroup,species,locus_tag,gene_position,base_length,gene,product,bp_length
OG0000637,Bartonella_bovis_91-4,BBBE_RS03770,NA,NA,ppx,exopolyphosphatase,1512
OG0000637,Bartonella_elizabethae_NCTC12898,EL285_RS03040,NA,NA,ppx,exopolyphosphatase,1518
OG0000637,Bartonella_gerbillinarum_FN71,IPKPMCFA_00838,NA,NA,gppA_2,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",1512
OG0000637,Bartonella_gerbillinarum_OE1-2_A1,NGMDFPDP_00249,NA,NA,gppA_1,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",1512
OG0000637,Bartonella_gerbillinarum_OE1-2_A2,DCJOKJGC_00999,NA,NA,gppA_2,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",1512
OG0000637,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_00152,NA,NA,gppA_1,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",1512
OG0000637,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_00067,NA,NA,gppA_1,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",1512
OG0000637,Bartonella_gerbillinarum_OE1-2_B3,EPECHDMP_01043,NA,NA,gppA_2,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",1512
OG0000637,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_01160,NA,NA,gppA_2,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",1512
OG0000637,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_00001,NA,NA,gppA_1,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",1512
OG0000637,Bartonella_gerbillinarum_OE3-1_B1,CAHOLCOL_00446,1381,A9,gppA_1,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",1512
OG0000637,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_00688,1381,A9,gppA_1,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",1512
OG0000637,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_00131,1381,A9,gppA_1,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",1512
OG0000637,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_00186,1381,A9,gppA_1,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",1512
OG0000637,Bartonella_gerbillinarum_OE3-1_B5,JPLDOKKC_00610,NA,NA,gppA_1,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",1512
