orthogroup,species,locus_tag,gene_position,base_length,gene,product,bp_length
OG0000393,Bartonella_bovis_91-4,BBBE_RS02140,NA,NA,pepN,aminopeptidase N,2628
OG0000393,Bartonella_elizabethae_NCTC12898,EL285_RS02130,NA,NA,pepN,aminopeptidase N,2628
OG0000393,Bartonella_gerbillinarum_FN71,IPKPMCFA_00621,NA,NA,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_gerbillinarum_OE1-2_A1,NGMDFPDP_00640,NA,NA,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_gerbillinarum_OE1-2_A2,DCJOKJGC_00546,NA,NA,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_00815,NA,NA,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_00684,NA,NA,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_gerbillinarum_OE1-2_B3,EPECHDMP_00633,NA,NA,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_00718,NA,NA,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_00703,NA,NA,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_gerbillinarum_OE3-1_B1,CAHOLCOL_00116,NA,NA,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_00427,NA,NA,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_00878,NA,NA,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_00335,NA,NA,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_gerbillinarum_OE3-1_B5,JPLDOKKC_00083,NA,NA,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_gerbillinarum_OE3-1_C,NMIIJIPG_00332,NA,NA,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_grahamii_as4aup,BGR_RS02710,NA,NA,pepN,aminopeptidase N,2628
OG0000393,Bartonella_henselae_BM1374163,PRJBM_RS02360,NA,NA,pepN,aminopeptidase N,2628
OG0000393,Bartonella_khokhlovae_OE5-1_A,BMMGAKCC_00488,1440,A9,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_khokhlovae_OE5-1_B,FGBOIPEM_00381,1440,A9,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_khokhlovae_OE5-1_C,OGFLLMDA_00134,1440,A9,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_krasnovii_FN12-1,EMOIKDEC_00119,NA,NA,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_krasnovii_OE1-1_A1,JEMLOCML_00205,NA,NA,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_krasnovii_OE1-1_A2,CNPEIIHJ_00568,NA,NA,pepN,Aminopeptidase N,2628
OG0000393,Bartonella_krasnovii_OE1-1_A3,FNJMBGLL_00561,NA,NA,pepN,Aminopeptidase N,2628
