orthogroup,species,locus_tag,gene_position,base_length,gene,product,bp_length
OG0000003,Bartonella_bovis_91-4,BBBE_RS03860,NA,NA,,DEAD/DEAH box helicase family protein,4980
OG0000003,Bartonella_elizabethae_NCTC12898,EL285_RS02855,NA,NA,,DEAD/DEAH box helicase family protein,4974
OG0000003,Bartonella_elizabethae_NCTC12898,EL285_RS07550,NA,NA,,DEAD/DEAH box helicase family protein,4956
OG0000003,Bartonella_gerbillinarum_FN71,IPKPMCFA_01525,NA,NA,,hypothetical protein,4992
OG0000003,Bartonella_gerbillinarum_FN71,IPKPMCFA_01527,NA,NA,,hypothetical protein,3312
OG0000003,Bartonella_gerbillinarum_FN71,IPKPMCFA_01537,NA,NA,,hypothetical protein,2139
OG0000003,Bartonella_gerbillinarum_FN71,IPKPMCFA_01581,NA,NA,,hypothetical protein,1830
OG0000003,Bartonella_gerbillinarum_FN71,IPKPMCFA_01685,NA,NA,,hypothetical protein,555
OG0000003,Bartonella_gerbillinarum_OE1-2_A1,NGMDFPDP_00498,NA,NA,,hypothetical protein,3321
OG0000003,Bartonella_gerbillinarum_OE1-2_A1,NGMDFPDP_00499,NA,NA,,hypothetical protein,369
OG0000003,Bartonella_gerbillinarum_OE1-2_A1,NGMDFPDP_01376,NA,NA,,hypothetical protein,4953
OG0000003,Bartonella_gerbillinarum_OE1-2_A1,NGMDFPDP_01567,NA,NA,,hypothetical protein,336
OG0000003,Bartonella_gerbillinarum_OE1-2_A2,DCJOKJGC_01168,NA,NA,,hypothetical protein,4521
OG0000003,Bartonella_gerbillinarum_OE1-2_A2,DCJOKJGC_01581,NA,NA,,hypothetical protein,336
OG0000003,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_01081,NA,NA,,hypothetical protein,4989
OG0000003,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_01259,NA,NA,,hypothetical protein,336
OG0000003,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_01385,NA,NA,,hypothetical protein,4950
OG0000003,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_01026,NA,NA,,hypothetical protein,2139
OG0000003,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_01298,NA,NA,,hypothetical protein,336
OG0000003,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_01462,NA,NA,,hypothetical protein,4950
OG0000003,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_01504,NA,NA,,hypothetical protein,2130
OG0000003,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_01612,NA,NA,,hypothetical protein,4986
OG0000003,Bartonella_gerbillinarum_OE1-2_B3,EPECHDMP_00163,NA,NA,,hypothetical protein,4953
OG0000003,Bartonella_gerbillinarum_OE1-2_B3,EPECHDMP_01238,NA,NA,,hypothetical protein,2601
OG0000003,Bartonella_gerbillinarum_OE1-2_B3,EPECHDMP_01452,528,A9,,hypothetical protein,4974
OG0000003,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_00436,NA,NA,,hypothetical protein,4944
OG0000003,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_01447,NA,NA,,hypothetical protein,4971
OG0000003,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_01611,NA,NA,,hypothetical protein,336
OG0000003,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_00737,NA,NA,,hypothetical protein,4950
OG0000003,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_01533,NA,NA,,hypothetical protein,336
OG0000003,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_01624,NA,NA,,hypothetical protein,2502
OG0000003,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_01809,NA,NA,,hypothetical protein,2514
OG0000003,Bartonella_gerbillinarum_OE3-1_B1,CAHOLCOL_01128,NA,NA,,hypothetical protein,4953
OG0000003,Bartonella_gerbillinarum_OE3-1_B1,CAHOLCOL_01459,NA,NA,,hypothetical protein,1377
OG0000003,Bartonella_gerbillinarum_OE3-1_B1,CAHOLCOL_01460,NA,NA,,hypothetical protein,3609
OG0000003,Bartonella_gerbillinarum_OE3-1_B1,CAHOLCOL_01615,NA,NA,,hypothetical protein,444
OG0000003,Bartonella_gerbillinarum_OE3-1_B1,CAHOLCOL_01659,NA,NA,,hypothetical protein,3867
OG0000003,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_00012,NA,NA,,hypothetical protein,4953
OG0000003,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_01196,NA,NA,,hypothetical protein,525
OG0000003,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_01637,NA,NA,,hypothetical protein,885
OG0000003,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_01638,NA,NA,,hypothetical protein,2445
OG0000003,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_01675,NA,NA,,hypothetical protein,327
OG0000003,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_00210,NA,NA,,hypothetical protein,4953
OG0000003,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_01693,399,A9,,hypothetical protein,4860
OG0000003,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_01697,NA,NA,,hypothetical protein,432
OG0000003,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_01698,NA,NA,,hypothetical protein,4836
OG0000003,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_01117,NA,NA,,hypothetical protein,4953
OG0000003,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_01507,528,A9,,hypothetical protein,4974
OG0000003,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_01556,NA,NA,,hypothetical protein,1776
OG0000003,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_01657,NA,NA,,hypothetical protein,432
OG0000003,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_01658,NA,NA,,hypothetical protein,1779
OG0000003,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_01682,NA,NA,,hypothetical protein,186
OG0000003,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_01694,NA,NA,,hypothetical protein,189
OG0000003,Bartonella_gerbillinarum_OE3-1_B5,JPLDOKKC_00353,NA,NA,,hypothetical protein,4953
OG0000003,Bartonella_gerbillinarum_OE3-1_B5,JPLDOKKC_01090,NA,NA,,hypothetical protein,525
