orthogroup,species,locus_tag,gene_position,base_length,gene,product,bp_length
OG0000648,Bartonella_bovis_91-4,BBBE_RS03830,22,A9,argS,arginine--tRNA ligase,1758
OG0000648,Bartonella_bovis_91-4,BBBE_RS03830,775,T9,argS,arginine--tRNA ligase,1758
OG0000648,Bartonella_elizabethae_NCTC12898,EL285_RS02980,22,A9,argS,arginine--tRNA ligase,1758
OG0000648,Bartonella_gerbillinarum_FN71,IPKPMCFA_00850,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_gerbillinarum_OE1-2_A1,NGMDFPDP_00236,NA,NA,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_gerbillinarum_OE1-2_A2,DCJOKJGC_01012,NA,NA,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_00165,NA,NA,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_00054,NA,NA,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_gerbillinarum_OE1-2_B3,EPECHDMP_01055,NA,NA,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_01173,NA,NA,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_00013,NA,NA,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_gerbillinarum_OE3-1_B1,CAHOLCOL_00433,NA,NA,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_00701,NA,NA,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_00144,NA,NA,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_00199,NA,NA,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_gerbillinarum_OE3-1_B5,JPLDOKKC_00624,NA,NA,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_gerbillinarum_OE3-1_C,NMIIJIPG_00675,NA,NA,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_grahamii_as4aup,BGR_RS05870,22,A9,argS,arginine--tRNA ligase,1758
OG0000648,Bartonella_henselae_BM1374163,PRJBM_RS04735,22,A9,argS,arginine--tRNA ligase,1758
OG0000648,Bartonella_khokhlovae_OE5-1_A,BMMGAKCC_00818,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_khokhlovae_OE5-1_B,FGBOIPEM_00800,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_khokhlovae_OE5-1_C,OGFLLMDA_00736,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_FN12-1,EMOIKDEC_00710,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_OE1-1_A1,JEMLOCML_01189,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_OE1-1_A2,CNPEIIHJ_01085,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_OE1-1_A3,FNJMBGLL_00418,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_OE1-1_A4,KJGNIHHA_00974,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_OE1-1_A5,ELDOKPEM_00836,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_OE1-1_B,BOFBMHLF_00954,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_OE1-1_C1,LKICNHNN_00818,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_OE1-1_C2,NGJGDJAJ_00865,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_OE1-1_C3,MOMDPIKI_01071,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_OE1-1_D1,CHDJJCHF_00766,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_OE1-1_D2,GCOMBPFH_00780,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_OE1-1_D3,JGDFGBJJ_00825,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_OE1-1_D4,GFDDFGGD_00969,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_OE1-1_D5,BINCMBPP_00357,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_OE1-1_G,DJDNEOMB_01120,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_OE1-1_H,GMAGJBIB_01074,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_krasnovii_OY11,PDPJCBEH_00916,22,A9,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_negeviensis_ga95fn6_A,KLALJOCO_00904,NA,NA,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_negeviensis_ga95fn6_B,IPPNIHCA_00379,NA,NA,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_negeviensis_ga95fn6_C,IMMEILNN_00238,NA,NA,argS,Arginine--tRNA ligase,1758
OG0000648,Bartonella_queenslandensis_AUST-NH15,BN338_RS06390,22,A9,argS,arginine--tRNA ligase,1758
OG0000648,Bartonella_quintana_MF1-1,MF1_RS02450,22,A9,argS,arginine--tRNA ligase,1758
OG0000648,Bartonella_rattaustraliani_AUST-NH4,BN67_RS07355,NA,NA,argS,arginine--tRNA ligase,1758
OG0000648,Bartonella_tribocorum_BM1374166,BM1374166_RS06460,NA,NA,argS,arginine--tRNA ligase,1758
