orthogroup,species,locus_tag,gene_position,base_length,gene,product,bp_length
OG0000028,Bartonella_bovis_91-4,NA,NA,NA,NA,NA,NA
OG0000028,Bartonella_elizabethae_NCTC12898,EL285_RS06710,NA,NA,,hypothetical protein,1155
OG0000028,Bartonella_elizabethae_NCTC12898,EL285_RS06775,NA,NA,,hypothetical protein,1146
OG0000028,Bartonella_gerbillinarum_FN71,IPKPMCFA_01484,NA,NA,,hypothetical protein,216
OG0000028,Bartonella_gerbillinarum_FN71,IPKPMCFA_01491,NA,NA,,hypothetical protein,219
OG0000028,Bartonella_gerbillinarum_FN71,IPKPMCFA_01492,NA,NA,,hypothetical protein,216
OG0000028,Bartonella_gerbillinarum_OE1-2_A1,NGMDFPDP_01515,552,A9,,hypothetical protein,732
OG0000028,Bartonella_gerbillinarum_OE1-2_A1,NGMDFPDP_01516,NA,NA,,hypothetical protein,219
OG0000028,Bartonella_gerbillinarum_OE1-2_A1,NGMDFPDP_01523,NA,NA,,hypothetical protein,471
OG0000028,Bartonella_gerbillinarum_OE1-2_A2,DCJOKJGC_01563,NA,NA,,hypothetical protein,186
OG0000028,Bartonella_gerbillinarum_OE1-2_A2,DCJOKJGC_01564,NA,NA,,hypothetical protein,855
OG0000028,Bartonella_gerbillinarum_OE1-2_A2,DCJOKJGC_01570,NA,NA,,hypothetical protein,471
OG0000028,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_00730,NA,NA,,hypothetical protein,816
OG0000028,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_01494,NA,NA,,hypothetical protein,186
OG0000028,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_01495,NA,NA,,hypothetical protein,855
OG0000028,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_01501,NA,NA,,hypothetical protein,471
OG0000028,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_01645,NA,NA,,hypothetical protein,654
OG0000028,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_01646,NA,NA,,hypothetical protein,216
OG0000028,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_01653,804,A9,,hypothetical protein,984
OG0000028,Bartonella_gerbillinarum_OE1-2_B3,EPECHDMP_01545,804,A9,,hypothetical protein,984
OG0000028,Bartonella_gerbillinarum_OE1-2_B3,EPECHDMP_01551,NA,NA,,hypothetical protein,495
OG0000028,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_01589,804,A9,,hypothetical protein,984
OG0000028,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_01631,NA,NA,,hypothetical protein,654
OG0000028,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_01632,NA,NA,,hypothetical protein,216
OG0000028,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_01629,804,A9,,hypothetical protein,984
OG0000028,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_01635,NA,NA,,hypothetical protein,1182
OG0000028,Bartonella_gerbillinarum_OE3-1_B1,CAHOLCOL_01469,804,A9,,hypothetical protein,984
OG0000028,Bartonella_gerbillinarum_OE3-1_B1,CAHOLCOL_01476,NA,NA,,hypothetical protein,1182
OG0000028,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_00337,NA,NA,,hypothetical protein,1014
OG0000028,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_01515,NA,NA,,hypothetical protein,1182
OG0000028,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_01522,804,A9,,hypothetical protein,984
OG0000028,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_01676,NA,NA,,hypothetical protein,465
OG0000028,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_01530,804,A9,,hypothetical protein,984
OG0000028,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_01537,NA,NA,,hypothetical protein,1182
OG0000028,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_01376,780,A9,,hypothetical protein,960
OG0000028,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_01384,NA,NA,,hypothetical protein,1182
OG0000028,Bartonella_gerbillinarum_OE3-1_B5,JPLDOKKC_01537,NA,NA,,hypothetical protein,1182
OG0000028,Bartonella_gerbillinarum_OE3-1_B5,JPLDOKKC_01602,780,A10,,hypothetical protein,801
OG0000028,Bartonella_gerbillinarum_OE3-1_C,NMIIJIPG_01503,NA,NA,,hypothetical protein,1182
OG0000028,Bartonella_gerbillinarum_OE3-1_C,NMIIJIPG_01659,804,A9,,hypothetical protein,984
OG0000028,Bartonella_grahamii_as4aup,BGR_RS08445,NA,NA,,hypothetical protein,1161
OG0000028,Bartonella_grahamii_as4aup,BGR_RS08495,NA,NA,,hypothetical protein,1161
OG0000028,Bartonella_grahamii_as4aup,BGR_RS10775,NA,NA,,hypothetical protein,246
OG0000028,Bartonella_grahamii_as4aup,BGR_RS10780,NA,NA,,hypothetical protein,258
OG0000028,Bartonella_henselae_BM1374163,PRJBM_RS08320,NA,NA,,hypothetical protein,285
OG0000028,Bartonella_khokhlovae_OE5-1_A,BMMGAKCC_01520,NA,NA,,hypothetical protein,1722
OG0000028,Bartonella_khokhlovae_OE5-1_B,FGBOIPEM_01447,NA,NA,,hypothetical protein,1722
OG0000028,Bartonella_khokhlovae_OE5-1_C,OGFLLMDA_01529,NA,NA,,hypothetical protein,957
OG0000028,Bartonella_krasnovii_FN12-1,EMOIKDEC_01668,NA,NA,,hypothetical protein,1146
OG0000028,Bartonella_krasnovii_FN12-1,EMOIKDEC_01680,NA,NA,,hypothetical protein,1155
OG0000028,Bartonella_krasnovii_FN12-1,EMOIKDEC_01681,NA,NA,,hypothetical protein,945
OG0000028,Bartonella_krasnovii_OE1-1_A1,JEMLOCML_01594,NA,NA,,hypothetical protein,1152
OG0000028,Bartonella_krasnovii_OE1-1_A1,JEMLOCML_01662,NA,NA,,hypothetical protein,1155
OG0000028,Bartonella_krasnovii_OE1-1_A2,CNPEIIHJ_01505,NA,NA,,hypothetical protein,1152
OG0000028,Bartonella_krasnovii_OE1-1_A2,CNPEIIHJ_01702,NA,NA,,hypothetical protein,1155
OG0000028,Bartonella_krasnovii_OE1-1_A3,FNJMBGLL_01587,NA,NA,,hypothetical protein,1155
OG0000028,Bartonella_krasnovii_OE1-1_A3,FNJMBGLL_01627,NA,NA,,hypothetical protein,1152
OG0000028,Bartonella_krasnovii_OE1-1_A4,KJGNIHHA_01004,NA,NA,,hypothetical protein,1152
OG0000028,Bartonella_krasnovii_OE1-1_A4,KJGNIHHA_01606,NA,NA,,hypothetical protein,1155
OG0000028,Bartonella_krasnovii_OE1-1_A5,ELDOKPEM_01566,NA,NA,,hypothetical protein,1152
OG0000028,Bartonella_krasnovii_OE1-1_A5,ELDOKPEM_01693,NA,NA,,hypothetical protein,1155
OG0000028,Bartonella_krasnovii_OE1-1_B,BOFBMHLF_01524,NA,NA,,hypothetical protein,1155
OG0000028,Bartonella_krasnovii_OE1-1_B,BOFBMHLF_01539,NA,NA,,hypothetical protein,1152
OG0000028,Bartonella_krasnovii_OE1-1_C1,LKICNHNN_01570,NA,NA,,hypothetical protein,1152
OG0000028,Bartonella_krasnovii_OE1-1_C1,LKICNHNN_01709,NA,NA,,hypothetical protein,1155
OG0000028,Bartonella_krasnovii_OE1-1_C2,NGJGDJAJ_01562,NA,NA,,hypothetical protein,1152
OG0000028,Bartonella_krasnovii_OE1-1_C2,NGJGDJAJ_01635,NA,NA,,hypothetical protein,1155
OG0000028,Bartonella_krasnovii_OE1-1_C3,MOMDPIKI_01525,NA,NA,,hypothetical protein,1155
OG0000028,Bartonella_krasnovii_OE1-1_C3,MOMDPIKI_01647,NA,NA,,hypothetical protein,1146
OG0000028,Bartonella_krasnovii_OE1-1_D1,CHDJJCHF_01511,NA,NA,,hypothetical protein,1152
OG0000028,Bartonella_krasnovii_OE1-1_D1,CHDJJCHF_01592,NA,NA,,hypothetical protein,1155
OG0000028,Bartonella_krasnovii_OE1-1_D2,GCOMBPFH_01489,NA,NA,,hypothetical protein,1155
OG0000028,Bartonella_krasnovii_OE1-1_D2,GCOMBPFH_01550,NA,NA,,hypothetical protein,1152
