orthogroup,species,locus_tag,gene_position,base_length,gene,product,bp_length
OG0000657,Bartonella_bovis_91-4,BBBE_RS03920,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_elizabethae_NCTC12898,EL285_RS04545,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_gerbillinarum_FN71,IPKPMCFA_01283,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_gerbillinarum_OE1-2_A1,NGMDFPDP_00217,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_gerbillinarum_OE1-2_A2,DCJOKJGC_01031,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_00184,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_00035,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_gerbillinarum_OE1-2_B3,EPECHDMP_01073,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_01192,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_00031,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_gerbillinarum_OE3-1_B1,CAHOLCOL_00414,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_00720,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_00163,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_00218,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_gerbillinarum_OE3-1_B5,JPLDOKKC_00643,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_gerbillinarum_OE3-1_C,NMIIJIPG_00656,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_grahamii_as4aup,BGR_RS05980,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_henselae_BM1374163,PRJBM_RS04830,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_khokhlovae_OE5-1_A,BMMGAKCC_01482,200,A10,,hypothetical protein,546
OG0000657,Bartonella_khokhlovae_OE5-1_B,FGBOIPEM_01411,200,A10,,hypothetical protein,546
OG0000657,Bartonella_khokhlovae_OE5-1_C,OGFLLMDA_01361,200,A10,,hypothetical protein,546
OG0000657,Bartonella_krasnovii_FN12-1,EMOIKDEC_00729,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_krasnovii_OE1-1_A1,JEMLOCML_01170,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_krasnovii_OE1-1_A2,CNPEIIHJ_01104,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_krasnovii_OE1-1_A3,FNJMBGLL_00437,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_krasnovii_OE1-1_A4,KJGNIHHA_00993,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_krasnovii_OE1-1_A5,ELDOKPEM_00855,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_krasnovii_OE1-1_B,BOFBMHLF_00973,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_krasnovii_OE1-1_C1,LKICNHNN_00799,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_krasnovii_OE1-1_C2,NGJGDJAJ_00846,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_krasnovii_OE1-1_C3,MOMDPIKI_01052,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_krasnovii_OE1-1_D1,CHDJJCHF_00785,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_krasnovii_OE1-1_D2,GCOMBPFH_00799,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_krasnovii_OE1-1_D3,JGDFGBJJ_00806,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_krasnovii_OE1-1_D4,GFDDFGGD_00988,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_krasnovii_OE1-1_D5,BINCMBPP_00376,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_krasnovii_OE1-1_G,DJDNEOMB_01101,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_krasnovii_OE1-1_H,GMAGJBIB_01093,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_krasnovii_OY11,PDPJCBEH_01434,NA,NA,,hypothetical protein,552
OG0000657,Bartonella_negeviensis_ga95fn6_A,KLALJOCO_00923,201,A9,,hypothetical protein,546
OG0000657,Bartonella_negeviensis_ga95fn6_B,IPPNIHCA_00360,201,A9,,hypothetical protein,546
OG0000657,Bartonella_negeviensis_ga95fn6_C,IMMEILNN_00257,201,A9,,hypothetical protein,546
OG0000657,Bartonella_queenslandensis_AUST-NH15,BN338_RS06965,NA,NA,,hypothetical protein,470
OG0000657,Bartonella_quintana_MF1-1,MF1_RS02355,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_rattaustraliani_AUST-NH4,BN67_RS02470,NA,NA,,hypothetical protein,546
OG0000657,Bartonella_tribocorum_BM1374166,BM1374166_RS06800,NA,NA,,hypothetical protein,546
