orthogroup,species,locus_tag,gene_position,base_length,gene,product,bp_length
OG0000032,Bartonella_bovis_91-4,BBBE_RS01260,NA,NA,,hypothetical protein,264
OG0000032,Bartonella_elizabethae_NCTC12898,EL285_RS01710,NA,NA,,hypothetical protein,327
OG0000032,Bartonella_elizabethae_NCTC12898,EL285_RS02785,NA,NA,,hypothetical protein,462
OG0000032,Bartonella_elizabethae_NCTC12898,EL285_RS04390,NA,NA,,hypothetical protein,438
OG0000032,Bartonella_gerbillinarum_FN71,IPKPMCFA_01660,NA,NA,,hypothetical protein,180
OG0000032,Bartonella_gerbillinarum_OE1-2_A1,NGMDFPDP_01184,NA,NA,,hypothetical protein,327
OG0000032,Bartonella_gerbillinarum_OE1-2_A2,DCJOKJGC_01240,NA,NA,,hypothetical protein,423
OG0000032,Bartonella_gerbillinarum_OE1-2_A2,DCJOKJGC_01401,NA,NA,,hypothetical protein,327
OG0000032,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_01336,NA,NA,,hypothetical protein,447
OG0000032,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_00500,NA,NA,,hypothetical protein,348
OG0000032,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_01413,NA,NA,,hypothetical protein,447
OG0000032,Bartonella_gerbillinarum_OE1-2_B3,EPECHDMP_01153,NA,NA,,hypothetical protein,156
OG0000032,Bartonella_gerbillinarum_OE1-2_B3,EPECHDMP_01157,NA,NA,,hypothetical protein,534
OG0000032,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_01261,NA,NA,,hypothetical protein,447
OG0000032,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_01330,NA,NA,,hypothetical protein,156
OG0000032,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_01406,NA,NA,,hypothetical protein,348
OG0000032,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_01607,NA,NA,,hypothetical protein,471
OG0000032,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_01663,NA,NA,,hypothetical protein,327
OG0000032,Bartonella_gerbillinarum_OE3-1_B1,CAHOLCOL_01273,NA,NA,,hypothetical protein,327
OG0000032,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_01268,NA,NA,,hypothetical protein,450
OG0000032,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_01295,NA,NA,,hypothetical protein,348
OG0000032,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_01433,NA,NA,,hypothetical protein,327
OG0000032,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_01476,NA,NA,,hypothetical protein,450
OG0000032,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_01625,NA,NA,,hypothetical protein,456
OG0000032,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_01636,NA,NA,,hypothetical protein,450
OG0000032,Bartonella_gerbillinarum_OE3-1_B5,JPLDOKKC_01638,NA,NA,,hypothetical protein,450
OG0000032,Bartonella_gerbillinarum_OE3-1_C,NMIIJIPG_01372,NA,NA,,hypothetical protein,327
OG0000032,Bartonella_gerbillinarum_OE3-1_C,NMIIJIPG_01611,NA,NA,,hypothetical protein,288
OG0000032,Bartonella_gerbillinarum_OE3-1_C,NMIIJIPG_01612,NA,NA,,hypothetical protein,192
OG0000032,Bartonella_grahamii_as4aup,BGR_RS01790,NA,NA,,hypothetical protein,348
OG0000032,Bartonella_grahamii_as4aup,BGR_RS03715,NA,NA,,hypothetical protein,330
OG0000032,Bartonella_grahamii_as4aup,BGR_RS04400,NA,NA,,hypothetical protein,348
OG0000032,Bartonella_grahamii_as4aup,BGR_RS04765,NA,NA,,hypothetical protein,348
OG0000032,Bartonella_henselae_BM1374163,PRJBM_RS01740,NA,NA,,hypothetical protein,327
OG0000032,Bartonella_henselae_BM1374163,PRJBM_RS04515,NA,NA,,hypothetical protein,327
OG0000032,Bartonella_khokhlovae_OE5-1_A,BMMGAKCC_01226,NA,NA,,hypothetical protein,348
OG0000032,Bartonella_khokhlovae_OE5-1_A,BMMGAKCC_01587,NA,NA,,hypothetical protein,309
OG0000032,Bartonella_khokhlovae_OE5-1_B,FGBOIPEM_01117,NA,NA,,hypothetical protein,318
OG0000032,Bartonella_khokhlovae_OE5-1_B,FGBOIPEM_01590,NA,NA,,hypothetical protein,318
OG0000032,Bartonella_khokhlovae_OE5-1_C,OGFLLMDA_01612,NA,NA,,hypothetical protein,318
OG0000032,Bartonella_krasnovii_FN12-1,EMOIKDEC_00339,NA,NA,,hypothetical protein,348
OG0000032,Bartonella_krasnovii_FN12-1,EMOIKDEC_01062,NA,NA,,hypothetical protein,435
OG0000032,Bartonella_krasnovii_OE1-1_A1,JEMLOCML_01232,NA,NA,,hypothetical protein,255
OG0000032,Bartonella_krasnovii_OE1-1_A2,CNPEIIHJ_01677,NA,NA,,hypothetical protein,510
OG0000032,Bartonella_krasnovii_OE1-1_A2,CNPEIIHJ_01686,31,A9,,hypothetical protein,309
OG0000032,Bartonella_krasnovii_OE1-1_A3,FNJMBGLL_01498,NA,NA,,hypothetical protein,438
OG0000032,Bartonella_krasnovii_OE1-1_A3,FNJMBGLL_01790,NA,NA,,hypothetical protein,348
OG0000032,Bartonella_krasnovii_OE1-1_A3,FNJMBGLL_01793,NA,NA,,hypothetical protein,255
OG0000032,Bartonella_krasnovii_OE1-1_A3,FNJMBGLL_01807,NA,NA,,hypothetical protein,510
OG0000032,Bartonella_krasnovii_OE1-1_A4,KJGNIHHA_01627,NA,NA,,hypothetical protein,726
OG0000032,Bartonella_krasnovii_OE1-1_A4,KJGNIHHA_01641,NA,NA,,hypothetical protein,255
OG0000032,Bartonella_krasnovii_OE1-1_A5,ELDOKPEM_00255,31,A9,,hypothetical protein,309
OG0000032,Bartonella_krasnovii_OE1-1_B,BOFBMHLF_01314,NA,NA,,hypothetical protein,438
OG0000032,Bartonella_krasnovii_OE1-1_B,BOFBMHLF_01686,31,A9,,hypothetical protein,309
OG0000032,Bartonella_krasnovii_OE1-1_B,BOFBMHLF_01701,NA,NA,,hypothetical protein,510
