orthogroup,species,locus_tag,gene_position,base_length,gene,product,bp_length
OG0001197,Bartonella_bovis_91-4,NA,NA,NA,NA,NA,NA
OG0001197,Bartonella_elizabethae_NCTC12898,EL285_RS03175,241,A9,,alpha/beta hydrolase,918
OG0001197,Bartonella_gerbillinarum_FN71,IPKPMCFA_00810,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_gerbillinarum_OE1-2_A1,NGMDFPDP_00277,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_gerbillinarum_OE1-2_A2,DCJOKJGC_00193,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_00124,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_00094,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_gerbillinarum_OE1-2_B3,EPECHDMP_01016,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_00237,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_00484,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_gerbillinarum_OE3-1_B1,CAHOLCOL_00473,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_00661,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_00104,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_00159,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_gerbillinarum_OE3-1_B5,JPLDOKKC_00583,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_gerbillinarum_OE3-1_C,NMIIJIPG_00716,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_grahamii_as4aup,BGR_RS05590,570,A9,,alpha/beta hydrolase,918
OG0001197,Bartonella_henselae_BM1374163,PRJBM_RS03545,NA,NA,,alpha/beta hydrolase,903
OG0001197,Bartonella_khokhlovae_OE5-1_A,BMMGAKCC_00865,NA,NA,,hypothetical protein,927
OG0001197,Bartonella_khokhlovae_OE5-1_B,FGBOIPEM_00754,NA,NA,,hypothetical protein,927
OG0001197,Bartonella_khokhlovae_OE5-1_C,OGFLLMDA_00781,NA,NA,,hypothetical protein,927
OG0001197,Bartonella_krasnovii_FN12-1,EMOIKDEC_00532,241,A9,,hypothetical protein,918
OG0001197,Bartonella_krasnovii_OE1-1_A1,JEMLOCML_01323,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_krasnovii_OE1-1_A2,CNPEIIHJ_00693,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_krasnovii_OE1-1_A3,FNJMBGLL_01256,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_krasnovii_OE1-1_A4,KJGNIHHA_01392,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_krasnovii_OE1-1_A5,ELDOKPEM_01500,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_krasnovii_OE1-1_B,BOFBMHLF_01267,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_krasnovii_OE1-1_C1,LKICNHNN_01413,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_krasnovii_OE1-1_C2,NGJGDJAJ_01247,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_krasnovii_OE1-1_C3,MOMDPIKI_01280,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_krasnovii_OE1-1_D1,CHDJJCHF_01333,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_krasnovii_OE1-1_D2,GCOMBPFH_01143,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_krasnovii_OE1-1_D3,JGDFGBJJ_01186,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_krasnovii_OE1-1_D4,GFDDFGGD_01288,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_krasnovii_OE1-1_D5,BINCMBPP_01079,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_krasnovii_OE1-1_G,DJDNEOMB_00604,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_krasnovii_OE1-1_H,GMAGJBIB_01177,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_krasnovii_OY11,PDPJCBEH_00852,241,A9,,hypothetical protein,918
OG0001197,Bartonella_negeviensis_ga95fn6_A,KLALJOCO_00865,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_negeviensis_ga95fn6_B,IPPNIHCA_00418,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_negeviensis_ga95fn6_C,IMMEILNN_00199,NA,NA,,hypothetical protein,918
OG0001197,Bartonella_queenslandensis_AUST-NH15,NA,NA,NA,NA,NA,NA
OG0001197,Bartonella_quintana_MF1-1,MF1_RS03670,NA,NA,,alpha/beta hydrolase,912
OG0001197,Bartonella_rattaustraliani_AUST-NH4,BN67_RS02585,683,A9,,alpha/beta hydrolase,918
OG0001197,Bartonella_tribocorum_BM1374166,BM1374166_RS06265,NA,NA,,alpha/beta hydrolase,918
