orthogroup,species,locus_tag,gene_position,base_length,gene,product,bp_length
OG0000403,Bartonella_bovis_91-4,BBBE_RS02200,NA,NA,,ABC transporter substrate-binding protein,888
OG0000403,Bartonella_elizabethae_NCTC12898,EL285_RS02185,NA,NA,,ABC transporter substrate-binding protein,906
OG0000403,Bartonella_gerbillinarum_FN71,IPKPMCFA_00631,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,894
OG0000403,Bartonella_gerbillinarum_OE1-2_A1,NGMDFPDP_00628,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,879
OG0000403,Bartonella_gerbillinarum_OE1-2_A2,DCJOKJGC_00557,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,879
OG0000403,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_00804,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,879
OG0000403,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_00673,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,879
OG0000403,Bartonella_gerbillinarum_OE1-2_B3,EPECHDMP_00622,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,879
OG0000403,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_00707,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,879
OG0000403,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_00692,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,879
OG0000403,Bartonella_gerbillinarum_OE3-1_B1,CAHOLCOL_00129,872,A9,hmuT,Hemin-binding periplasmic protein HmuT,894
OG0000403,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_00414,872,A9,hmuT,Hemin-binding periplasmic protein HmuT,894
OG0000403,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_00865,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,894
OG0000403,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_00322,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,894
OG0000403,Bartonella_gerbillinarum_OE3-1_B5,JPLDOKKC_00070,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,894
OG0000403,Bartonella_gerbillinarum_OE3-1_C,NMIIJIPG_00319,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,894
OG0000403,Bartonella_grahamii_as4aup,BGR_RS02765,NA,NA,,ABC transporter substrate-binding protein,903
OG0000403,Bartonella_henselae_BM1374163,PRJBM_RS02420,NA,NA,,ABC transporter substrate-binding protein,903
OG0000403,Bartonella_khokhlovae_OE5-1_A,BMMGAKCC_00498,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,888
OG0000403,Bartonella_khokhlovae_OE5-1_B,FGBOIPEM_00391,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,888
OG0000403,Bartonella_khokhlovae_OE5-1_C,OGFLLMDA_00144,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,888
OG0000403,Bartonella_krasnovii_FN12-1,EMOIKDEC_00108,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,906
OG0000403,Bartonella_krasnovii_OE1-1_A1,JEMLOCML_00216,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,924
OG0000403,Bartonella_krasnovii_OE1-1_A2,CNPEIIHJ_00579,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,924
OG0000403,Bartonella_krasnovii_OE1-1_A3,FNJMBGLL_00550,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,924
OG0000403,Bartonella_krasnovii_OE1-1_A4,KJGNIHHA_00558,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,924
OG0000403,Bartonella_krasnovii_OE1-1_A5,ELDOKPEM_00332,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,924
OG0000403,Bartonella_krasnovii_OE1-1_B,BOFBMHLF_00523,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,924
OG0000403,Bartonella_krasnovii_OE1-1_C1,LKICNHNN_00108,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,924
OG0000403,Bartonella_krasnovii_OE1-1_C2,NGJGDJAJ_00359,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,924
OG0000403,Bartonella_krasnovii_OE1-1_C3,MOMDPIKI_00358,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,924
OG0000403,Bartonella_krasnovii_OE1-1_D1,CHDJJCHF_00318,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,924
OG0000403,Bartonella_krasnovii_OE1-1_D2,GCOMBPFH_00478,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,924
OG0000403,Bartonella_krasnovii_OE1-1_D3,JGDFGBJJ_00593,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,924
OG0000403,Bartonella_krasnovii_OE1-1_D4,GFDDFGGD_00108,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,924
OG0000403,Bartonella_krasnovii_OE1-1_D5,BINCMBPP_00148,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,924
OG0000403,Bartonella_krasnovii_OE1-1_G,DJDNEOMB_00107,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,924
OG0000403,Bartonella_krasnovii_OE1-1_H,GMAGJBIB_00324,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,924
OG0000403,Bartonella_krasnovii_OY11,PDPJCBEH_00568,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,924
OG0000403,Bartonella_negeviensis_ga95fn6_A,KLALJOCO_00109,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,903
OG0000403,Bartonella_negeviensis_ga95fn6_B,IPPNIHCA_00109,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,903
OG0000403,Bartonella_negeviensis_ga95fn6_C,IMMEILNN_00441,NA,NA,hmuT,Hemin-binding periplasmic protein HmuT,903
OG0000403,Bartonella_queenslandensis_AUST-NH15,BN338_RS05405,NA,NA,,ABC transporter substrate-binding protein,906
OG0000403,Bartonella_quintana_MF1-1,MF1_RS04200,NA,NA,,ABC transporter substrate-binding protein,903
OG0000403,Bartonella_rattaustraliani_AUST-NH4,BN67_RS08795,NA,NA,,ABC transporter substrate-binding protein,894
OG0000403,Bartonella_tribocorum_BM1374166,BM1374166_RS03590,NA,NA,,ABC transporter substrate-binding protein,906
